,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single,CouponPerOrder
1328,0,9,1,15,2,1,1,5,0,17,1,3,126,1,0,1,0,0,0,1,0,1,0,1,0,0.0
1329,0,12,1,12,2,4,5,5,0,15,1,7,200,0,1,1,0,0,0,1,1,0,0,1,0,1.0
1330,0,0,1,10,2,1,4,2,1,20,1,3,161,0,1,0,1,0,0,1,0,1,0,1,0,1.0
1331,0,22,3,8,3,4,4,3,0,14,1,8,154,1,0,1,0,0,0,1,0,1,0,1,0,1.0
1332,0,7,1,14,2,1,3,3,0,12,1,2,144,0,1,1,0,0,0,1,0,1,0,1,0,0.0
1333,1,4,3,6,3,3,1,9,1,11,1,5,160,0,1,0,1,0,1,0,0,1,0,0,1,0.0
1334,0,22,1,14,3,4,4,2,0,23,1,7,151,1,0,0,1,0,0,1,0,1,0,1,0,0.0
1336,0,6,1,9,2,3,3,2,1,11,3,0,129,1,0,0,1,0,1,0,0,0,1,1,0,0.6666666666666666
1337,0,0,1,8,2,3,4,10,0,12,2,2,135,0,1,1,0,0,0,1,0,0,1,1,0,0.5
1338,0,5,1,8,2,3,1,1,0,13,3,6,131,1,0,0,1,0,0,1,0,0,1,0,1,0.3333333333333333
1339,0,30,1,9,2,1,5,5,1,20,1,0,127,0,1,1,0,0,1,0,0,0,1,1,0,0.0
1340,0,3,1,30,2,3,3,2,0,22,1,0,127,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1341,0,11,1,29,2,4,3,1,0,21,1,8,195,1,0,0,1,0,0,1,1,0,0,0,1,1.0
1342,0,9,1,33,3,3,3,7,0,13,7,7,152,0,1,1,0,0,0,1,0,1,0,1,0,0.0
1343,0,8,1,15,2,1,4,1,0,13,1,3,124,0,1,1,0,0,0,1,0,0,1,1,0,1.0
1344,0,2,1,21,2,4,3,1,1,12,1,8,142,0,1,0,1,0,1,0,0,1,0,0,1,1.0
1345,0,4,1,32,2,3,3,2,0,17,4,3,129,0,1,0,1,0,0,1,0,0,1,1,0,0.75
1346,0,7,1,25,3,3,1,1,0,11,1,2,127,0,1,1,0,0,0,1,0,0,1,1,0,0.0
1348,0,2,1,27,2,1,5,2,0,11,8,8,200,0,1,0,1,0,1,0,1,0,0,1,0,0.75
1349,0,5,1,11,3,1,4,1,1,12,1,5,133,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1350,0,0,1,22,2,1,1,2,1,13,1,0,129,1,0,1,0,0,0,1,0,0,1,1,0,0.0
1351,0,26,3,8,3,4,1,3,0,16,3,7,254,0,1,0,1,0,1,0,0,0,0,1,0,0.0
1352,0,11,1,8,2,3,1,6,1,11,1,2,139,0,1,0,1,0,0,1,0,0,1,0,1,0.0
1353,0,0,1,17,3,1,3,1,0,18,1,3,140,1,0,0,0,0,1,0,0,1,0,1,0,0.0
1354,1,0,3,15,2,4,5,8,0,23,1,3,134,0,1,0,1,0,0,1,0,0,1,0,1,0.0
1355,0,7,1,13,2,3,4,1,0,11,2,4,220,0,1,0,1,0,1,0,1,0,0,0,1,0.0
1356,0,10,1,21,3,3,1,2,0,14,1,0,112,0,1,0,1,0,0,1,0,0,1,0,1,1.0
1357,1,0,1,12,2,3,5,3,0,11,1,3,130,0,1,1,0,0,0,1,0,0,1,0,1,0.0
1358,0,26,1,11,2,3,3,5,0,11,4,8,291,0,1,0,0,0,1,0,0,0,0,1,0,0.25
1359,1,0,1,22,3,5,5,2,1,22,6,7,139,1,0,0,1,0,1,0,0,0,1,0,1,0.0
1360,0,15,3,14,2,3,4,1,0,11,4,2,168,0,1,0,0,1,0,1,0,1,0,1,0,0.5
1361,0,19,3,8,2,3,5,4,0,12,2,1,289,0,1,0,0,1,1,0,0,0,0,0,1,0.5
1362,0,6,1,15,3,3,1,5,0,11,1,0,125,0,1,1,0,0,0,1,0,0,1,0,1,0.0
1363,0,17,1,16,2,3,1,3,1,13,1,3,165,0,1,0,0,0,0,1,0,1,0,1,0,0.0
1364,0,10,1,15,2,4,3,2,0,13,1,8,122,0,1,1,0,0,0,1,0,0,1,0,1,0.0
1365,1,10,3,11,2,3,1,4,0,14,1,0,121,0,1,0,0,0,0,1,0,1,0,1,0,0.0
1366,1,10,1,6,3,3,1,3,1,16,2,0,123,0,1,1,0,0,0,1,0,0,1,1,0,0.0
1367,0,16,1,15,3,1,3,2,0,12,1,4,126,0,1,1,0,0,1,0,0,0,1,1,0,1.0
1368,1,13,3,9,2,4,3,2,1,14,1,2,127,0,1,0,0,1,0,1,0,0,1,1,0,1.0
1369,0,10,3,8,3,3,1,2,0,13,2,2,120,0,1,0,0,1,1,0,0,0,1,1,0,1.0
1370,0,9,1,11,2,4,5,10,1,14,1,0,134,0,1,0,1,0,1,0,0,0,1,1,0,1.0
1371,0,6,3,6,2,1,5,3,0,19,1,3,154,1,0,0,1,0,1,0,0,1,0,1,0,0.0
1372,0,10,1,10,3,3,1,2,0,12,1,0,120,0,1,0,0,0,0,1,0,0,1,1,0,1.0
1373,0,0,1,15,2,3,5,2,0,13,1,0,123,0,1,0,1,0,1,0,0,0,1,1,0,1.0
1374,1,10,1,31,2,5,3,2,0,12,1,1,123,0,1,0,1,0,0,1,0,0,1,0,1,0.0
1375,0,0,3,14,2,3,3,2,0,15,1,7,187,1,0,0,1,0,0,1,1,0,0,0,1,1.0
1376,0,3,1,6,2,3,1,2,0,23,3,7,140,1,0,1,0,0,1,0,0,1,0,0,1,0.3333333333333333
1377,1,4,1,18,2,3,3,2,0,15,15,8,295,0,1,0,0,0,1,0,0,0,0,1,0,0.06666666666666667
1378,0,7,3,29,3,3,3,1,0,20,8,7,146,1,0,0,0,1,0,1,0,1,0,0,1,0.0
1379,0,10,1,25,2,3,4,5,0,21,1,0,130,0,1,0,1,0,0,1,0,0,1,1,0,0.0
1380,0,19,3,11,3,3,1,5,1,21,1,8,158,1,0,0,0,1,0,1,0,1,0,0,1,1.0
1381,0,10,1,14,2,1,1,2,0,19,1,1,123,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1383,1,0,1,11,2,3,3,2,1,13,2,2,134,0,1,0,0,0,0,1,0,0,1,0,1,0.0
1384,0,17,3,6,3,3,5,6,1,21,1,3,155,0,1,0,0,1,1,0,0,1,0,1,0,1.0
1385,0,8,1,17,3,4,5,3,1,13,2,3,199,1,0,1,0,0,0,1,1,0,0,1,0,0.5
1386,0,0,3,29,2,4,1,8,1,19,1,0,142,0,1,0,0,1,1,0,0,1,0,1,0,0.0
1387,0,6,1,29,3,3,1,2,1,12,3,12,235,1,0,0,1,0,1,0,1,0,0,0,1,1.0
1388,0,8,3,5,3,3,5,2,0,22,1,8,191,1,0,0,1,0,0,1,1,0,0,1,0,0.0
1389,0,8,1,29,1,3,5,4,1,15,2,2,140,0,1,1,0,0,1,0,0,0,1,1,0,0.0
1390,0,4,1,13,2,3,1,4,0,22,1,7,159,0,1,0,1,0,0,1,0,1,0,1,0,0.0
1391,0,10,1,6,2,4,3,2,0,18,1,7,160,0,1,0,1,0,0,1,0,1,0,1,0,0.0
1392,0,5,1,6,2,3,1,2,1,22,7,8,162,0,1,1,0,0,0,1,0,1,0,1,0,0.7142857142857143
1393,0,11,1,15,2,3,1,2,0,11,9,9,124,1,0,0,1,0,1,0,0,1,0,0,1,0.6666666666666666
1394,0,23,1,13,2,4,3,6,1,12,13,8,287,0,1,1,0,0,1,0,0,0,0,1,0,0.07692307692307693
1395,0,30,3,31,4,3,5,8,0,11,7,9,176,0,1,0,1,0,1,0,1,0,0,0,1,0.8571428571428571
1396,0,9,1,14,2,3,3,2,0,13,12,8,201,0,1,0,0,0,1,0,1,0,0,1,0,0.5833333333333334
1397,0,28,1,14,2,3,3,3,1,14,3,2,248,0,1,1,0,0,1,0,0,0,0,1,0,0.3333333333333333
1398,0,9,1,17,3,4,4,2,0,13,1,3,165,1,0,0,1,0,0,1,0,1,0,0,1,1.0
1399,0,18,1,13,2,3,5,3,0,17,1,0,197,0,1,0,1,0,0,1,1,0,0,1,0,0.0
1400,0,10,1,6,3,3,5,5,0,13,1,2,122,1,0,1,0,0,0,1,0,0,1,1,0,0.0
1401,1,0,1,15,3,4,3,1,1,17,1,0,134,0,1,1,0,0,0,1,0,0,1,1,0,1.0
1402,0,30,3,6,2,4,3,8,0,11,1,3,155,1,0,0,1,0,1,0,0,1,0,0,1,1.0
1403,0,2,1,8,2,3,4,1,0,23,1,4,127,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1404,0,4,1,15,2,3,4,2,0,17,1,0,125,0,1,1,0,0,0,1,0,0,1,0,1,1.0
1405,0,5,1,6,3,3,4,2,0,17,1,9,162,0,1,0,1,0,0,1,0,1,0,1,0,1.0
1406,0,9,1,12,2,1,1,4,0,12,1,0,130,0,1,0,1,0,1,0,0,0,1,1,0,0.0
1407,0,4,1,14,3,3,1,2,0,23,1,8,144,0,1,0,1,0,1,0,0,1,0,0,1,1.0
1408,0,8,3,6,2,4,5,1,0,14,2,8,143,0,1,0,0,1,0,1,0,1,0,0,1,0.5
1409,0,18,1,12,2,3,5,5,1,14,3,0,232,0,1,0,0,0,0,1,1,0,0,1,0,0.3333333333333333
1410,0,10,1,13,1,3,3,5,0,13,3,2,237,0,1,1,0,0,0,1,1,0,0,0,1,0.0
1411,0,19,2,11,3,3,4,2,1,22,1,2,150,0,1,1,0,0,0,1,0,1,0,1,0,1.0
1412,0,3,1,6,2,4,1,2,1,12,3,0,151,0,1,0,1,0,0,1,0,1,0,1,0,0.3333333333333333
1413,0,8,1,6,2,4,3,2,0,18,1,4,129,0,1,1,0,0,0,1,0,0,1,0,1,1.0
1414,0,28,3,6,3,3,1,4,0,14,1,0,202,0,1,0,1,0,0,1,1,0,0,1,0,0.0
1415,0,11,1,12,3,5,1,8,1,12,1,9,153,1,0,1,0,0,1,0,0,1,0,1,0,0.0
1416,0,7,1,6,3,3,4,2,0,15,1,3,143,0,1,1,0,0,0,1,0,1,0,1,0,1.0
1417,0,29,1,13,2,5,1,5,0,11,1,2,173,0,1,0,1,0,0,1,1,0,0,0,1,0.0
1418,0,0,3,15,3,3,5,4,0,13,1,0,123,0,1,0,0,0,0,1,0,0,1,1,0,1.0
1419,0,10,1,15,3,3,1,4,0,23,1,3,121,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1420,0,3,1,8,4,4,1,2,0,19,10,8,142,0,1,0,1,0,0,1,0,1,0,1,0,0.3
1421,1,9,3,15,3,4,1,2,0,16,4,7,196,0,1,1,0,0,0,1,1,0,0,0,1,0.75
1422,0,13,1,6,3,4,4,2,0,22,3,11,235,1,0,0,1,0,0,1,0,0,0,1,0,1.6666666666666667
1423,0,24,3,27,3,3,1,1,1,22,1,0,154,0,1,0,0,1,0,1,0,1,0,0,1,0.0
1424,0,3,3,10,3,4,4,2,1,12,2,7,152,0,1,1,0,0,1,0,0,1,0,1,0,1.0
1425,0,19,1,6,2,4,5,3,1,13,9,5,207,1,0,1,0,0,0,1,1,0,0,1,0,0.4444444444444444
1426,0,5,3,12,2,3,3,2,0,16,5,7,150,0,1,1,0,0,0,1,0,1,0,0,1,1.0
1427,0,27,1,8,2,3,3,10,0,12,3,3,235,0,1,0,0,0,1,0,1,0,0,1,0,0.0
1428,0,0,3,9,2,3,3,1,0,21,1,2,150,0,1,0,0,0,1,0,0,1,0,1,0,0.0
1429,0,1,3,10,2,3,3,2,0,15,1,4,142,1,0,1,0,0,0,1,0,1,0,1,0,0.0
1430,0,30,3,16,2,3,3,1,0,13,3,8,239,0,1,1,0,0,0,1,0,0,0,0,1,0.0
1431,0,10,1,29,3,3,4,5,0,12,1,2,120,1,0,1,0,0,0,1,0,1,0,1,0,0.0
1432,1,10,2,12,3,3,5,5,1,22,1,2,121,0,1,0,0,0,0,1,0,0,1,1,0,0.0
1433,0,5,1,6,2,3,5,2,0,13,1,0,130,0,1,0,1,0,0,1,0,0,1,0,1,0.0
1434,1,0,1,12,2,4,1,2,1,18,1,0,129,1,0,0,1,0,1,0,0,0,1,0,1,0.0
1435,0,7,1,12,2,3,3,2,0,14,2,10,148,0,1,0,0,0,1,0,0,1,0,0,1,0.0
1436,0,10,1,8,3,4,1,6,0,14,1,0,152,1,0,0,1,0,0,1,0,1,0,1,0,1.0
1437,0,30,2,8,2,4,1,10,0,21,2,2,288,1,0,0,0,0,1,0,0,0,0,1,0,0.5
1438,0,23,1,6,3,3,4,4,1,19,1,7,282,1,0,0,1,0,1,0,0,0,0,1,0,1.0
1439,1,0,3,11,2,4,3,2,1,11,1,3,157,0,1,0,0,1,0,1,0,1,0,0,1,0.0
1440,0,0,1,13,2,4,1,2,0,11,2,1,129,0,1,1,0,0,0,1,0,0,1,1,0,0.0
1441,0,0,1,21,2,3,1,2,0,15,1,0,129,0,1,1,0,0,1,0,0,0,1,0,1,1.0
1442,0,24,1,6,1,4,5,4,0,20,12,8,175,1,0,1,0,0,1,0,1,0,0,0,1,0.3333333333333333
1444,0,27,2,32,1,1,1,3,1,12,4,4,273,1,0,0,0,0,1,0,0,0,0,0,1,0.25
1445,0,0,1,24,2,3,3,1,0,12,1,2,128,0,1,0,1,0,0,1,0,0,1,1,0,0.0
1446,0,7,1,12,2,4,4,7,0,15,1,0,145,0,1,0,1,0,1,0,0,1,0,1,0,1.0
1447,0,10,3,9,2,3,1,3,0,12,1,3,174,0,1,0,1,0,0,1,1,0,0,0,1,0.0
1448,0,7,1,11,2,4,5,3,0,12,5,4,216,0,1,1,0,0,1,0,1,0,0,0,1,0.4
1449,0,9,3,17,3,3,1,1,0,14,2,8,197,1,0,0,0,0,1,0,1,0,0,1,0,0.0
1450,0,9,1,9,2,3,1,6,0,22,1,0,128,0,1,0,1,0,1,0,0,0,1,1,0,0.0
1451,0,16,3,32,3,3,1,2,1,12,4,12,270,1,0,0,1,0,0,1,0,0,0,1,0,0.25
1452,0,3,1,15,3,5,3,2,0,25,1,9,126,1,0,0,1,0,0,1,0,0,1,1,0,0.0
1453,0,6,3,28,3,3,4,1,0,13,1,7,161,1,0,0,0,1,0,1,0,1,0,1,0,0.0
1454,1,19,1,20,3,3,4,10,1,18,4,3,150,0,1,0,1,0,1,0,0,0,1,1,0,0.75
1455,1,0,3,12,3,5,3,5,1,18,7,7,162,0,1,0,1,0,0,1,0,1,0,1,0,0.0
1456,0,0,1,15,2,4,4,2,0,19,4,3,124,0,1,0,0,0,1,0,0,0,1,1,0,0.5
1457,1,20,1,29,3,3,1,2,0,12,15,6,203,0,1,1,0,0,1,0,1,0,0,1,0,0.4666666666666667
1458,1,10,3,28,2,3,3,2,1,19,1,0,117,0,1,0,0,1,0,1,0,0,1,0,1,1.0
1459,0,0,1,15,3,3,1,1,0,14,2,1,125,0,1,0,0,0,0,1,0,0,1,1,0,1.0
1460,0,22,1,26,3,3,5,2,0,14,5,11,166,0,1,1,0,0,1,0,0,1,0,1,0,1.0
1461,0,16,1,34,3,1,3,5,0,12,1,2,147,1,0,1,0,0,1,0,0,0,1,0,1,0.0
1462,0,23,3,18,3,3,1,5,0,11,2,1,192,1,0,0,0,1,1,0,1,0,0,0,1,0.5
1463,1,0,3,26,3,5,3,4,1,11,2,2,146,0,1,0,1,0,1,0,0,1,0,1,0,0.0
1464,0,14,3,15,3,3,3,4,1,13,1,7,182,0,1,0,1,0,0,1,1,0,0,1,0,0.0
1465,0,0,2,31,2,3,3,2,0,23,5,7,129,0,1,0,1,0,1,0,0,0,1,1,0,0.4
1466,0,9,1,12,2,3,4,7,0,20,1,1,149,0,1,1,0,0,0,1,0,1,0,1,0,0.0
1467,1,14,1,14,2,5,1,3,0,15,1,3,207,1,0,0,1,0,0,1,1,0,0,0,1,1.0
1468,0,12,3,10,2,4,3,5,0,14,5,9,159,0,1,0,1,0,1,0,0,1,0,1,0,1.0
1469,0,0,3,34,2,4,3,3,0,18,2,2,186,0,1,0,1,0,0,1,0,1,0,1,0,0.5
1470,0,3,2,15,2,3,1,1,1,19,4,7,163,0,1,0,0,0,0,1,0,1,0,1,0,1.0
1472,0,18,1,35,2,3,1,6,0,13,1,3,135,0,1,1,0,0,0,1,0,0,1,0,1,1.0
1473,0,11,1,9,2,3,3,4,1,20,2,2,143,0,1,0,0,0,1,0,0,1,0,0,1,1.0
1474,0,3,1,15,3,3,3,2,0,14,1,4,126,0,1,0,1,0,1,0,0,0,1,0,1,1.0
1475,0,5,3,15,2,5,1,1,0,17,1,7,147,1,0,1,0,0,0,1,0,1,0,1,0,0.0
1476,0,3,1,8,2,4,1,1,0,13,1,2,127,0,1,1,0,0,0,1,0,0,1,0,1,0.0
1477,0,14,1,16,3,4,5,5,0,13,7,7,272,1,0,0,1,0,0,1,0,0,0,1,0,0.14285714285714285
1478,0,10,1,15,3,3,5,3,0,21,1,4,122,0,1,0,1,0,0,1,0,0,1,1,0,0.0
1479,0,10,1,9,3,3,4,2,0,14,1,0,115,0,1,1,0,0,1,0,0,0,1,0,1,1.0
1480,0,13,1,32,2,3,4,2,0,11,2,13,156,1,0,1,0,0,1,0,0,1,0,1,0,0.0
1481,0,8,3,6,3,3,4,2,0,13,1,6,173,0,1,0,0,1,0,1,1,0,0,1,0,0.0
1482,0,10,3,12,2,3,3,3,1,20,4,5,123,0,1,0,0,1,0,1,0,1,0,1,0,0.0
1483,0,5,3,14,2,3,1,2,0,14,3,7,190,1,0,0,0,1,1,0,1,0,0,0,1,0.6666666666666666
1484,0,2,1,6,2,3,3,2,0,13,1,9,143,1,0,0,0,0,0,1,0,1,0,1,0,0.0
1485,0,24,1,13,2,4,3,3,0,17,1,0,161,0,1,1,0,0,0,1,0,1,0,1,0,1.0
1486,0,30,1,15,3,4,4,5,1,20,1,0,133,0,1,1,0,0,1,0,0,0,1,1,0,1.0
1487,0,13,3,10,3,4,1,8,0,11,2,11,209,0,1,0,0,1,0,1,1,0,0,1,0,0.5
1488,0,10,3,8,3,3,3,7,0,18,1,2,122,1,0,0,0,1,1,0,0,0,1,1,0,0.0
1489,0,0,1,15,3,3,1,2,0,24,2,2,123,0,1,1,0,0,0,1,0,0,1,1,0,1.0
1490,0,10,1,15,2,3,4,7,0,18,2,2,120,1,0,1,0,0,0,1,0,0,1,1,0,1.0
1491,0,1,1,27,2,3,1,2,0,11,1,2,127,0,1,1,0,0,0,1,0,0,1,1,0,0.0
1492,0,30,1,30,2,1,1,4,1,16,1,4,194,0,1,0,1,0,0,1,1,0,0,1,0,1.0
1494,0,23,1,17,2,3,4,4,0,15,4,4,299,0,1,0,1,0,1,0,0,0,0,0,1,0.0
1496,0,3,3,11,2,3,1,3,0,12,7,4,194,0,1,0,1,0,1,0,1,0,0,1,0,0.14285714285714285
1497,0,11,3,6,2,4,1,5,0,22,1,7,187,0,1,0,1,0,1,0,0,1,0,0,1,0.0
1499,0,0,1,23,2,3,4,1,1,16,1,1,131,0,1,0,0,0,0,1,0,0,1,1,0,0.0
1501,0,10,1,9,1,3,4,5,0,12,7,2,121,1,0,1,0,0,0,1,0,0,1,0,1,0.2857142857142857
1502,0,3,1,15,2,3,5,2,0,11,6,10,131,1,0,1,0,0,0,1,0,1,0,1,0,0.8333333333333334
1504,0,29,1,14,3,3,5,5,1,18,2,2,143,0,1,0,1,0,1,0,0,0,1,1,0,1.0
1505,0,6,1,15,2,3,1,1,0,14,1,2,125,0,1,0,1,0,0,1,0,0,1,0,1,1.0
1506,1,0,1,8,2,4,1,2,0,22,1,0,111,0,1,0,1,0,0,1,0,0,1,0,1,1.0
1507,0,19,3,6,3,3,5,2,0,25,15,7,205,0,1,0,0,1,1,0,1,0,0,1,0,0.5333333333333333
1508,0,10,1,15,3,3,1,2,0,12,2,1,123,0,1,0,1,0,1,0,0,0,1,0,1,0.5
1509,0,4,1,18,3,3,1,9,1,23,1,2,139,0,1,1,0,0,1,0,0,0,1,1,0,1.0
1510,0,10,1,33,3,3,4,3,0,15,1,2,123,0,1,1,0,0,1,0,0,0,1,0,1,0.0
1512,0,23,1,6,2,4,3,3,0,15,1,2,137,0,1,1,0,0,0,1,0,0,1,1,0,1.0
1513,0,26,1,19,2,1,5,2,0,11,1,3,145,0,1,1,0,0,1,0,0,1,0,1,0,1.0
1514,0,6,1,20,2,3,4,2,0,13,1,6,128,0,1,1,0,0,1,0,0,0,1,1,0,1.0
1515,0,13,1,10,2,3,3,2,0,14,9,9,290,0,1,1,0,0,1,0,0,0,0,1,0,0.1111111111111111
1516,0,7,1,8,2,4,3,2,0,17,1,9,195,1,0,0,1,0,0,1,0,1,0,1,0,0.0
1517,0,24,1,9,3,3,4,4,0,18,3,0,237,0,1,1,0,0,1,0,0,0,0,0,1,0.3333333333333333
1518,0,25,1,6,3,4,3,1,0,15,11,9,300,0,1,0,1,0,0,1,0,0,0,1,0,0.6363636363636364
1519,0,10,1,15,4,3,4,2,0,16,1,3,123,0,1,1,0,0,1,0,0,0,1,0,1,0.0
1520,1,0,1,29,2,4,3,4,1,13,1,1,159,0,1,0,1,0,0,1,0,1,0,1,0,1.0
1521,0,10,1,13,2,1,1,5,0,14,2,2,121,1,0,1,0,0,0,1,0,0,1,1,0,0.5
1522,0,18,1,8,3,4,1,10,0,23,11,8,268,1,0,1,0,0,0,1,0,0,0,1,0,0.09090909090909091
1523,0,10,1,27,3,1,5,2,1,12,1,7,136,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1524,0,8,1,8,2,3,4,6,0,11,1,2,144,1,0,1,0,0,1,0,0,1,0,0,1,0.0
1526,0,11,1,8,2,3,3,10,0,14,1,0,166,0,1,0,1,0,0,1,0,1,0,1,0,1.0
1527,0,11,1,35,2,3,1,4,0,18,1,7,163,0,1,0,0,0,0,1,0,1,0,1,0,0.0
1528,0,0,1,6,2,4,5,6,0,19,2,0,143,1,0,0,0,0,0,1,0,1,0,1,0,1.0
1529,0,22,1,24,3,3,1,2,1,15,1,7,168,1,0,0,1,0,0,1,0,1,0,1,0,0.0
1531,0,13,1,25,2,3,1,9,1,15,3,7,127,0,1,1,0,0,0,1,0,1,0,1,0,1.0
1532,1,1,1,35,3,3,5,8,1,19,1,0,167,0,1,1,0,0,0,1,0,1,0,1,0,1.0
1533,1,0,3,33,2,3,1,2,0,22,1,9,176,0,1,0,0,1,1,0,1,0,0,1,0,0.0
1534,0,0,1,15,2,1,4,2,1,16,2,2,123,0,1,0,1,0,0,1,0,0,1,1,0,1.0
1535,0,10,1,24,3,3,1,2,0,13,1,7,122,1,0,1,0,0,1,0,0,0,1,0,1,0.0
1536,0,13,1,15,3,4,1,10,0,14,1,2,149,1,0,0,1,0,0,1,0,1,0,1,0,0.0
1538,1,0,3,10,2,5,1,2,0,11,9,8,204,0,1,1,0,0,0,1,1,0,0,1,0,0.6666666666666666
1539,0,3,1,6,2,4,3,2,0,22,5,8,185,1,0,0,1,0,0,1,1,0,0,0,1,0.8
1541,0,24,1,14,2,4,4,6,0,16,4,4,225,0,1,0,1,0,0,1,1,0,0,1,0,0.5
1542,1,0,1,15,2,3,5,6,1,11,1,4,127,0,1,0,0,0,1,0,0,0,1,0,1,0.0
1543,0,14,3,12,3,3,1,4,1,18,3,0,236,0,1,0,1,0,1,0,1,0,0,0,1,0.0
1544,1,0,3,32,2,4,5,6,0,15,1,1,167,1,0,0,0,1,1,0,0,1,0,0,1,1.0
1546,0,18,3,12,2,4,1,7,0,12,12,8,189,1,0,1,0,0,1,0,1,0,0,0,1,0.4166666666666667
1547,0,27,3,9,2,3,5,3,0,14,1,5,159,0,1,0,0,1,1,0,0,1,0,1,0,1.0
1548,0,9,1,11,3,3,4,9,0,16,3,7,159,0,1,0,1,0,0,1,0,1,0,0,1,0.6666666666666666
1549,0,6,1,15,2,4,4,7,0,21,1,1,126,0,1,1,0,0,1,0,0,0,1,1,0,0.0
1550,0,10,1,17,2,3,1,2,1,14,1,4,222,1,0,0,0,0,0,1,1,0,0,1,0,1.0
1552,0,4,1,6,2,5,3,1,0,12,1,4,143,1,0,1,0,0,0,1,0,1,0,1,0,0.0
1553,0,10,1,9,3,4,1,4,0,17,1,0,122,0,1,0,1,0,0,1,0,0,1,1,0,0.0
1554,0,10,3,10,2,3,1,5,0,17,5,8,128,1,0,0,0,1,0,1,0,0,1,1,0,0.6
1555,0,2,3,6,2,3,1,2,0,14,4,1,179,1,0,1,0,0,1,0,1,0,0,1,0,1.0
1557,1,0,1,15,2,4,1,2,1,13,1,1,124,0,1,1,0,0,0,1,0,0,1,0,1,0.0
1558,0,25,1,8,2,4,1,8,0,15,2,2,132,0,1,0,1,0,1,0,0,0,1,0,1,1.0
1559,0,10,2,12,2,3,3,9,0,17,2,2,123,0,1,1,0,0,0,1,0,0,1,1,0,0.0
1560,0,23,3,6,3,3,1,4,0,15,1,6,295,0,1,1,0,0,1,0,0,0,0,1,0,1.0
1561,1,0,1,15,2,3,1,6,1,13,1,4,124,0,1,1,0,0,0,1,0,0,1,1,0,1.0
1562,0,16,3,22,3,3,1,6,1,22,3,9,261,0,1,0,0,1,1,0,0,0,0,1,0,0.0
1563,1,0,1,8,2,3,5,8,0,20,1,7,127,0,1,0,1,0,1,0,0,0,1,1,0,1.0
1565,0,5,3,10,2,3,4,3,0,11,1,2,139,0,1,0,1,0,1,0,0,0,1,1,0,1.0
1566,1,0,1,6,3,4,3,1,1,14,1,2,137,0,1,0,1,0,0,1,0,0,1,0,1,0.0
1567,0,10,1,6,3,3,3,8,0,14,1,2,122,0,1,1,0,0,1,0,0,0,1,1,0,1.0
1568,0,5,3,32,3,3,1,1,0,18,2,2,145,1,0,0,0,1,0,1,0,1,0,1,0,1.0
1569,0,14,1,25,2,3,5,3,0,16,1,0,131,0,1,0,1,0,0,1,0,1,0,1,0,0.0
1570,0,13,1,30,3,3,1,2,0,17,4,7,133,0,1,0,0,0,0,1,0,1,0,1,0,0.5
1571,0,18,1,6,3,1,1,1,0,15,1,7,292,0,1,0,0,0,0,1,0,0,0,1,0,1.0
1572,0,4,1,9,3,3,3,10,0,12,3,2,237,1,0,1,0,0,0,1,1,0,0,1,0,0.6666666666666666
1573,0,6,1,11,2,4,1,2,0,13,1,2,129,0,1,0,1,0,1,0,0,0,1,1,0,0.0
1574,0,7,1,8,2,4,5,7,0,13,5,9,160,0,1,0,1,0,0,1,0,1,0,1,0,0.0
1575,0,10,1,6,2,4,5,3,0,14,1,2,139,0,1,1,0,0,1,0,0,0,1,1,0,0.0
1576,0,18,1,13,3,1,3,5,0,17,1,2,164,1,0,0,1,0,0,1,0,1,0,1,0,1.0
1577,1,0,1,16,3,3,3,7,0,11,1,0,200,1,0,1,0,0,0,1,1,0,0,1,0,0.0
1578,0,12,1,8,3,3,3,1,0,25,11,4,209,1,0,0,0,0,1,0,1,0,0,0,1,0.5454545454545454
1579,0,2,1,15,2,3,1,2,0,19,1,5,123,0,1,0,1,0,0,1,0,0,1,0,1,1.0
1580,0,15,1,23,2,1,5,4,1,13,1,2,165,0,1,0,1,0,1,0,0,1,0,0,1,1.0
1581,0,2,3,26,2,3,1,3,0,14,1,2,169,0,1,0,0,1,0,1,0,1,0,1,0,1.0
1582,0,0,1,6,3,3,3,1,0,12,1,2,149,0,1,0,1,0,1,0,0,1,0,1,0,1.0
1583,0,15,1,15,2,4,5,1,1,11,7,8,126,0,1,1,0,0,1,0,0,0,1,1,0,1.0
